"Region","Year","TyphoidRate","DiarrheaRate","HepatitisRate","UnsafeRisk","DataType","WaterStress","OpenDefecation","BasicWaterServices","BasicSanitationServices","SafeManagedWaterServices","SafeManagedSanitationServices","PopulationDensity","WaterProductivity"
"South-East Asia Region",2015,0.1,21.36,0.57,5.55,"Historical",34.7975400984286,8.98186864466667,91.281008291,73.2683411211111,45.9946875842857,38.3687040233333,390.890367800909,149.465249945667
"South-East Asia Region",2016,0.09,21.39,0.54,5.22,"Historical",34.9277886255714,8.020577306,91.782875684,74.8848969111111,46.7471727357143,39.4184256833333,397.905930855455,159.220891735
"South-East Asia Region",2017,0.08,21.5,0.52,4.98,"Historical",34.9277886255714,7.06105608533333,92.255226912,76.4936230444444,47.4843546728571,40.4590791216667,404.755355664545,170.4367488395
"South-East Asia Region",2018,0.08,21.67,0.5,4.72,"Historical",34.9277886255714,6.11054550888889,92.665071876,78.0965635244444,48.18680311,41.492344475,411.491236282727,185.080616605
"South-East Asia Region",2019,0.07,21.85,0.47,4.48,"Historical",34.9277886255714,5.21858920033333,93.097624738,79.6968995722222,48.8223384485714,42.5583287383333,418.18799634,198.4484388775
"South-East Asia Region",2020,0.07,20.96,0.43,3.82,"Historical",34.9277886255714,4.41902338755556,93.524198613,81.2803275855556,49.4225053128571,43.6542966316667,424.880416447273,134.180233732333
"South-East Asia Region",2021,0.06,20.91,0.41,3.35,"Historical",34.9277886255714,3.65739480888889,93.923921427,82.8282739588889,49.8575230157143,44.720637605,431.396500714545,183.326744446833
"South-East Asia Region",2022,0.0550318223752971,20.6185240466342,0.3870830408904,3.2393944674073,"Forecast",34.9277886255714,2.9154138130306,94.323644241,84.3762203322222,50.2925407185715,45.7869785783333,437.912584981817,143.483310047917
"South-East Asia Region",2023,0.0506995540959565,20.4378039503863,0.367689652708503,3.16159235253442,"Forecast",34.9277886255714,2.183608242958,94.723367055,85.9241667055555,50.7275584214287,46.8533195516666,444.428669249089,143.483310047917
"South-East Asia Region",2024,0.0464513974665085,20.2535238740088,0.348341422169554,3.08762187180757,"Forecast",34.9277886255714,1.45707249619802,95.123089869,87.4721130788888,51.1625761242859,47.9196605249999,450.944753516361,143.483310047917
"South-East Asia Region",2025,0.0422468020150204,20.0674000943138,0.329016578642074,3.01563578322051,"Forecast",34.9277886255714,0.733265975549171,95.5228126830001,89.0200594522221,51.5975938271431,48.9860014983333,457.460837783633,143.483310047917
"South-East Asia Region",2026,0.0380647667704437,19.8803214660524,0.309703847179568,2.94467740553026,"Forecast",34.9277886255714,0.0108729131367429,95.9225354970001,90.5680058255554,52.0326115300003,50.0523424716666,463.976922050905,143.483310047917
"South-East Asia Region",2027,0.0338944153911738,19.6927483245055,0.290397388520157,2.87425127631361,"Forecast",34.9277886255714,-0.71078812338089,96.3222583110001,92.1159521988887,52.4676292328575,51.1186834449999,470.493006318177,143.483310047917
"South-East Asia Region",2028,0.0297301150516415,19.5049190759717,0.271094178527159,2.80410079702782,"Forecast",34.9277886255714,-1.43207004582437,96.7219811250001,93.663898572222,52.9026469357147,52.1850244183332,477.009090585449,143.483310047917
"South-East Asia Region",2029,0.0255689485279264,19.3169571903768,0.251792651009013,2.73409307603661,"Forecast",34.9277886255714,-2.15315562619548,97.1217039390001,95.2118449455553,53.3376646385719,53.2513653916665,483.525174852721,143.483310047917
"South-East Asia Region",2030,0.0214094049982755,19.1289266124352,0.232491994839682,2.66415928914944,"Forecast",34.9277886255714,-2.87413952158041,97.5214267530001,96.7597913188886,53.7726823414291,54.3177063649998,490.041259119993,143.483310047917
"Western Pacific Region",2000,0.01,6.64,0.5,0.7,"Historical",42.848067229,15.6669768804286,82.5660011528571,67.484937346087,47.5589344310667,54.49079244625,378.27143976164,39.8196850400833
"Western Pacific Region",2001,0.01,6.53,0.49,0.63,"Historical",44.1730097241667,15.2503903615714,82.9493136461905,67.9793996708696,47.9073047213333,54.99941371,385.8503823426,39.6180649825
"Western Pacific Region",2002,0.01,6.45,0.48,0.56,"Historical",45.117575587,14.8186510806667,83.3618741638095,68.5979323473913,48.3242850216,55.457185076875,387.22756503636,40.5812552584167
"Western Pacific Region",2003,0.01,6.37,0.48,0.5,"Historical",46.33641809225,14.3870433462381,83.7712640119048,69.2405287373913,48.7475300376667,56.025851705,380.3507124854,41.4481602298333
"Western Pacific Region",2004,0.01,6.28,0.47,0.46,"Historical",47.5584904276667,13.9433378428571,84.1678195238095,69.9184387047826,49.0878603213333,56.64027705375,383.68122847444,42.6221598199167
"Western Pacific Region",2005,0.01,6.16,0.46,0.43,"Historical",48.47204579375,13.468214039619,84.58669416,70.6505494,49.389864317,57.289645836875,390.25436839448,43.602631377
"Western Pacific Region",2006,0.01,5.96,0.46,0.41,"Historical",45.9383203424167,12.9989920358571,84.993676227619,71.3545974147826,49.7444332465333,57.9222038775,397.24092428592,46.3779053750833
"Western Pacific Region",2007,0.01,5.66,0.45,0.38,"Historical",43.2967006075,12.5284456148095,85.4007621309524,72.0853839386957,50.1043199651333,58.589919478125,408.66790876068,48.8444556904167
"Western Pacific Region",2008,0.01,5.34,0.45,0.35,"Historical",40.7314649941667,12.0601254291429,85.8025816095238,72.7999274369565,50.4690960872,59.26072857625,422.1759707014,50.5377420101667
"Western Pacific Region",2009,0.01,5.06,0.45,0.33,"Historical",38.0255146325833,11.5908953719048,86.1981626204762,73.5121075526087,50.8409226769333,59.93383615,431.6670227078,52.2515699573333
"Western Pacific Region",2010,0.01,4.88,0.44,0.31,"Historical",35.3156384045,11.1251627145714,86.5821131219048,74.2202211643478,51.2159193852667,60.61314247375,437.02698012956,58.1574535334167
"Western Pacific Region",2011,0.01,4.76,0.44,0.3,"Historical",32.7376675910833,10.6706652784286,86.946638187619,74.9050042426087,51.5822740514,61.1808066475,443.50532461116,62.9541653876667
"Western Pacific Region",2012,0.01,4.63,0.43,0.29,"Historical",30.60954430675,10.2235569519048,87.2991919352381,75.58169887,51.9410516817333,61.716860039375,451.22124780396,66.9965522765
"Western Pacific Region",2013,0.01,4.51,0.43,0.27,"Historical",28.50364749975,9.77919005576191,87.6866927123809,76.2549659413043,52.3098379933333,62.223820701875,456.95855815068,72.9596960078333
"Western Pacific Region",2014,0.01,4.4,0.42,0.26,"Historical",26.4902826678333,9.33752007152381,88.0725193742857,76.9250543443478,52.6703062274667,62.735029030625,461.16498278984,82.4554942400833
"Western Pacific Region",2015,0.01,4.33,0.42,0.25,"Historical",24.1582720870833,8.89856445171429,88.4525311261905,77.5919197565217,53.0321629447333,63.250199499375,465.85996940232,102.124113867333
"Western Pacific Region",2016,0.01,4.28,0.42,0.24,"Historical",24.3372704546667,8.46228373542857,88.8414103647619,78.2508738326087,53.3948976386,63.76909622,470.85367211568,102.615573886833
"Western Pacific Region",2017,0.01,4.24,0.42,0.23,"Historical",24.1833679564167,8.02872170809524,89.2136466047619,78.8997405169565,53.7584321825333,64.290887415625,470.67068042768,106.3136093625
"Western Pacific Region",2018,0.01,4.21,0.42,0.22,"Historical",24.0118746220833,7.63452150452381,89.5968428285714,79.540861426087,54.124052476,64.81746233875,471.96966722436,110.563575386583
"Western Pacific Region",2019,0.01,4.2,0.41,0.21,"Historical",24.0470778850833,7.25976468428571,90.0067242942857,80.137920363913,54.4883225832667,65.3305358175,475.17302524988,113.932326476833
"Western Pacific Region",2020,0.01,4.2,0.41,0.19,"Historical",23.8581758018333,6.96788512823809,90.32430314,80.6372855043478,54.8300970258667,65.61662335,473.59109872436,112.21085204775
"Western Pacific Region",2021,0.01,4.07,0.4,0.18,"Historical",23.95099177825,6.68657906990476,90.6429878161905,81.0861187,55.1649447710667,65.7902721975,460.77155772604,114.75625624475
"Western Pacific Region",2022,0.00976690685934749,3.94427346057272,0.401368773249823,0.129366206691607,"Forecast",24.0280137728347,6.40892888126059,90.961672492381,81.5415737370482,55.5271357396378,65.9228827564148,453.822727064431,118.32466439734
"Western Pacific Region",2023,0.0105802090402951,3.83151938753439,0.398647084732551,0.0864193761603563,"Forecast",24.0919293602027,6.13254273820901,91.2803571685715,82.012723549136,55.889326708209,66.0405150084417,457.262745635462,121.89307254993
"Western Pacific Region",2024,0.0114493199439404,3.7167596929767,0.395787324740634,0.0466546257724071,"Forecast",24.1449687852477,5.8565936488262,91.599041844762,82.4973665490028,56.2515176767801,66.1526804224262,460.702764206494,125.461480702521
"Western Pacific Region",2025,0.0123572584194089,3.60007875811478,0.392805051563956,0.00958727403164186,"Forecast",24.1889827844137,5.58079567417414,91.9177265209524,82.9936099774185,56.6137086453512,66.2628505295711,464.142782777526,129.029888855111
"Western Pacific Region",2026,0.0132952430995033,3.48167294670175,0.38971593917505,0,"Forecast",24.2255071645505,5.30504994862437,92.2364111971429,83.4998265822787,56.9758996139223,66.3722923822197,467.582801348558,132.598297007701
"Western Pacific Region",2027,0.0142578134678138,3.36175789486452,0.386534304348175,0,"Forecast",24.2558163927428,5.02932228861115,92.5550958733334,84.0146173745469,57.3380905824935,66.4814684338392,471.02281991959,136.166705160291
"Western Pacific Region",2028,0.0152410307829611,3.24053650271041,0.383272776647954,0,"Forecast",24.2809680670539,4.75360087489876,92.8737805495239,84.5367796086139,57.7002815510646,66.5905474724125,474.462838490622,139.735113312882
"Western Pacific Region",2029,0.0162417866819984,3.11818963328203,0.379942346845957,0,"Forecast",24.3018398199285,4.47788162089382,93.1924652257144,85.0652792542168,58.0624725196357,66.6995911028042,477.902857061654,143.303521465472
"Western Pacific Region",2030,0.0172575145292857,2.99487504093552,0.376552526832914,0,"Forecast",24.3191599419478,4.20216311362466,93.5111499019049,85.5992273298657,58.4246634882068,66.8086218097863,481.342875632685,146.871929618062
