"Region","Year","TyphoidRate","DiarrheaRate","HepatitisRate","UnsafeRisk","DataType","WaterStress","OpenDefecation","BasicWaterServices","BasicSanitationServices","SafeManagedWaterServices","SafeManagedSanitationServices","PopulationDensity","WaterProductivity"
"South-East Asia Region",2005,0.18,21.75,0.77,8.58,"Historical",33.0528533227143,19.9902721743333,85.947131047,57.3012508944444,40.3200871557143,28.3653198433333,330.544898208182,85.8508349113333
"South-East Asia Region",2006,0.18,21.81,0.76,8.31,"Historical",33.294217887,18.8289141745556,86.495167636,58.86860925,40.6719538914286,29.40160891,335.475392961818,103.007541074667
"South-East Asia Region",2007,0.17,21.91,0.74,8.04,"Historical",33.5627933355714,17.6855095751111,87.038144767,60.4305147022222,41.0263722914286,30.45588705,341.266767356364,106.196316257
"South-East Asia Region",2008,0.16,21.97,0.73,7.66,"Historical",33.7769470155714,16.5508291806667,87.580163684,62.0158044766667,41.3835308414286,31.5156678133333,347.257476024545,114.1467424755
"South-East Asia Region",2009,0.16,22.06,0.71,7.47,"Historical",33.0840712161429,15.4252831663333,88.119348088,63.6058586188889,41.7459217685714,32.47468253,353.281481559091,171.4472379195
"South-East Asia Region",2010,0.15,22.06,0.7,7.17,"Historical",32.3911954171429,14.3092576234444,88.655378203,65.2025077655556,42.1115051528571,33.4281212716667,359.376945334545,511.628663206
"South-East Asia Region",2011,0.14,21.98,0.68,6.84,"Historical",34.276545987,13.2047057581111,89.185584353,66.8040402433333,42.96040267,34.3802147183333,365.601466405455,121.812939047833
"South-East Asia Region",2012,0.13,21.81,0.66,6.53,"Historical",34.4067945141429,12.1086372863333,89.713003557,68.4122759388889,43.8390038471429,35.3342740083333,371.976092158182,124.778999532167
"South-East Asia Region",2013,0.12,21.62,0.63,6.26,"Historical",34.5370430427143,11.0213521065556,90.237964858,70.0264773377778,44.4829858785714,36.2909976666667,377.264052217273,133.3966282815
"South-East Asia Region",2014,0.1,21.45,0.59,5.9,"Historical",34.6672915698571,9.95150045277778,90.760573652,71.6465741611111,45.2356019814286,37.3260777916667,383.728241896364,143.740990743833
